LSOA11CD,LSOA11NM,OID,GOR_CODE,GOR_NAME,LA_CODE,LA_NAME,MSOA_CODE,MSOA_NAME,LSOA_CODE,LSOA_NAME,LSOAAREA,LSOA_ID,ALL_RES_C,AGE_0_16C,AGE_65C,NO_CAR_C,BAD_HLTH_C,VB_HLTH_C,B_VB_C,LMTD_ACT,HRP65ONE,HRP65,ALL_HSE,ONEHSE,LON_DEP_C,LSOA11CD2,workLSOA,workLSOAID
E01026865,Norwich 006C,409,E12000006,East of England,E07000148,Norwich,E02005589,Norwich 006,E01026865,Norwich 006C,339055,438,1949,9.5,58.8,283,117,31,175.8,393,79,132,805,236,98,E01026865,E01026688,265
E01026866,Norwich 006D,410,E12000006,East of England,E07000148,Norwich,E02005589,Norwich 006,E01026866,Norwich 006D,500259,439,1574,4.7,64.3,248,64,18,128.3,262,68,145,767,293,47,E01026866,E01026688,265
E01026867,Norwich 006E,411,E12000006,East of England,E07000148,Norwich,E02005589,Norwich 006,E01026867,Norwich 006E,279970,440,1592,8.9,52.1,176,97,25,149.1,314,51,105,562,136,68,E01026867,E01026688,265
E01026868,Norwich 006F,412,E12000006,East of England,E07000148,Norwich,E02005589,Norwich 006,E01026868,Norwich 006F,266756,441,1628,10.7,55,185,82,23,137,286,41,92,565,119,79,E01026868,E01026688,265
E01026869,Norwich 006G,413,E12000006,East of England,E07000148,Norwich,E02005589,Norwich 006,E01026869,Norwich 006G,181364,442,1400,9.4,51.9,295,83,27,134.9,318,63,137,657,264,77,E01026869,E01026688,265
E01026870,South Norfolk 005A,477,E12000006,East of England,E07000149,South Norfolk,E02005601,South Norfolk 005,E01026870,South Norfolk 005A,593784,443,1553,4.4,48.6,268,76,23,124.6,376,231,325,873,454,49,E01026870,E01026688,265
E01026871,South Norfolk 005B,478,E12000006,East of England,E07000149,South Norfolk,E02005601,South Norfolk 005,E01026871,South Norfolk 005B,804169,444,1296,3.2,48.3,58,42,3,90.3,232,81,204,570,140,19,E01026871,E01026688,265
E01026872,South Norfolk 013A,521,E12000006,East of England,E07000149,South Norfolk,E02005609,South Norfolk 013,E01026872,South Norfolk 013A,33359084,445,2200,6,46,98,81,16,127,398,128,333,980,267,52,E01026872,E01026688,265
E01026873,South Norfolk 014A,525,E12000006,East of England,E07000149,South Norfolk,E02005610,South Norfolk 014,E01026873,South Norfolk 014A,22756992,446,1265,5.5,46.9,21,38,11,84.9,233,39,162,511,100,13,E01026873,E01026688,265
E01026874,South Norfolk 014B,526,E12000006,East of England,E07000149,South Norfolk,E02005610,South Norfolk 014,E01026874,South Norfolk 014B,37636196,447,1545,4.7,48.9,44,59,15,107.9,297,61,175,610,127,20,E01026874,E01026688,265
E01026875,South Norfolk 006A,481,E12000006,East of England,E07000149,South Norfolk,E02005602,South Norfolk 006,E01026875,South Norfolk 006A,14061955,448,1142,4.9,45.1,29,26,12,71.1,158,47,138,448,84,10,E01026875,E01026688,265
E01026876,South Norfolk 006B,482,E12000006,East of England,E07000149,South Norfolk,E02005602,South Norfolk 006,E01026876,South Norfolk 006B,23182506,449,1520,3,41.3,64,50,13,91.3,324,97,269,652,169,22,E01026876,E01026688,265
E01026877,South Norfolk 011A,510,E12000006,East of England,E07000149,South Norfolk,E02005607,South Norfolk 011,E01026877,South Norfolk 011A,27601703,450,1537,4.6,46.5,35,50,15,96.5,264,76,225,638,131,18,E01026877,E01026688,265
E01026878,South Norfolk 011B,511,E12000006,East of England,E07000149,South Norfolk,E02005607,South Norfolk 011,E01026878,South Norfolk 011B,11641724,451,1200,6.5,50.1,27,38,14,88.1,190,44,118,473,96,33,E01026878,E01026688,265
E01026879,South Norfolk 008A,493,E12000006,East of England,E07000149,South Norfolk,E02005604,South Norfolk 008,E01026879,South Norfolk 008A,16259624,452,1228,5.9,43.9,57,40,21,83.9,218,74,176,499,138,34,E01026879,E01026688,265
E01026880,South Norfolk 008B,494,E12000006,East of England,E07000149,South Norfolk,E02005604,South Norfolk 008,E01026880,South Norfolk 008B,14867426,453,1485,3.6,42.2,44,53,12,95.2,302,94,246,605,140,19,E01026880,E01026688,265
E01026881,South Norfolk 002A,464,E12000006,East of England,E07000149,South Norfolk,E02005598,South Norfolk 002,E01026881,South Norfolk 002A,6701018,454,1335,6.8,55.9,52,33,8,88.9,189,65,152,626,238,27,E01026881,E01026881,454
E01026882,South Norfolk 002B,465,E12000006,East of England,E07000149,South Norfolk,E02005598,South Norfolk 002,E01026882,South Norfolk 002B,2932503,455,2072,7.4,45.2,45,43,13,88.2,329,99,312,855,162,39,E01026882,E01026881,454
E01026883,South Norfolk 002C,466,E12000006,East of England,E07000149,South Norfolk,E02005598,South Norfolk 002,E01026883,South Norfolk 002C,12337283,456,1645,5.1,45.4,36,68,17,113.4,288,85,231,680,163,26,E01026883,E01026881,454
E01026884,South Norfolk 007A,488,E12000006,East of England,E07000149,South Norfolk,E02005603,South Norfolk 007,E01026884,South Norfolk 007A,2543922,457,1157,5.3,50.1,65,38,14,88.1,212,49,129,486,127,38,E01026884,E01026881,454
E01026885,South Norfolk 007B,489,E12000006,East of England,E07000149,South Norfolk,E02005603,South Norfolk 007,E01026885,South Norfolk 007B,27732318,458,1435,4.9,51.1,31,43,6,94.1,208,46,139,555,107,28,E01026885,E01026881,454
E01026886,South Norfolk 014C,527,E12000006,East of England,E07000149,South Norfolk,E02005610,South Norfolk 014,E01026886,South Norfolk 014C,17205576,459,1342,3.4,51.8,31,50,17,101.8,249,61,184,564,116,14,E01026886,E01026881,454
E01026887,South Norfolk 014D,528,E12000006,East of England,E07000149,South Norfolk,E02005610,South Norfolk 014,E01026887,South Norfolk 014D,14308569,460,1472,6.5,49.3,50,51,13,100.3,255,67,172,607,140,23,E01026887,E01026881,454
E01026888,South Norfolk 015A,531,E12000006,East of England,E07000149,South Norfolk,E02005611,South Norfolk 015,E01026888,South Norfolk 015A,2296823,461,1617,4,40.7,258,101,41,141.7,443,225,374,778,324,40,E01026888,E01026881,454
E01026889,South Norfolk 015B,532,E12000006,East of England,E07000149,South Norfolk,E02005611,South Norfolk 015,E01026889,South Norfolk 015B,624127,462,1522,4.7,46.4,125,40,9,86.4,291,130,293,719,223,23,E01026889,E01026881,454
E01026891,South Norfolk 015D,533,E12000006,East of England,E07000149,South Norfolk,E02005611,South Norfolk 015,E01026891,South Norfolk 015D,766471,463,1646,5.7,47.4,258,80,24,127.4,356,177,301,815,348,56,E01026891,E01026881,454
E01026892,South Norfolk 012A,516,E12000006,East of England,E07000149,South Norfolk,E02005608,South Norfolk 012,E01026892,South Norfolk 012A,17096280,464,1306,5,46.9,69,45,11,91.9,260,83,180,557,163,31,E01026892,E01026881,454
E01026893,South Norfolk 012B,517,E12000006,East of England,E07000149,South Norfolk,E02005608,South Norfolk 012,E01026893,South Norfolk 012B,7439540,465,1027,1.8,44,47,49,14,93,264,93,202,460,130,17,E01026893,E01026881,454
E01026894,South Norfolk 012C,518,E12000006,East of England,E07000149,South Norfolk,E02005608,South Norfolk 012,E01026894,South Norfolk 012C,41532836,466,2444,4.7,46.7,80,108,34,154.7,478,135,362,1033,247,42,E01026894,E01026881,454
E01026895,South Norfolk 002D,467,E12000006,East of England,E07000149,South Norfolk,E02005598,South Norfolk 002,E01026895,South Norfolk 002D,6249215,467,1514,7,51.1,37,36,18,87.1,229,42,144,598,128,25,E01026895,E01026881,454
E01026896,South Norfolk 002E,468,E12000006,East of England,E07000149,South Norfolk,E02005598,South Norfolk 002,E01026896,South Norfolk 002E,24717667,468,1203,4.4,48.4,24,24,5,72.4,177,40,154,486,80,16,E01026896,E01026881,454
E01026897,South Norfolk 011C,512,E12000006,East of England,E07000149,South Norfolk,E02005607,South Norfolk 011,E01026897,South Norfolk 011C,26955591,469,2701,4.9,47.2,47,76,24,123.2,431,102,348,1099,206,33,E01026897,E01026881,454
E01026898,South Norfolk 010A,506,E12000006,East of England,E07000149,South Norfolk,E02005606,South Norfolk 010,E01026898,South Norfolk 010A,17143947,470,1392,6.1,44.3,71,74,15,118.3,295,90,224,601,166,20,E01026898,E01026881,454
E01026899,South Norfolk 010B,507,E12000006,East of England,E07000149,South Norfolk,E02005606,South Norfolk 010,E01026899,South Norfolk 010B,26546267,471,1479,4.5,48.1,44,39,21,87.1,262,80,198,602,140,20,E01026899,E01026881,454
E01026900,South Norfolk 013B,522,E12000006,East of England,E07000149,South Norfolk,E02005609,South Norfolk 013,E01026900,South Norfolk 013B,1165094,472,1446,5.7,42.8,137,65,20,107.8,348,147,296,692,235,27,E01026900,E01026881,454
E01026901,South Norfolk 013C,523,E12000006,East of England,E07000149,South Norfolk,E02005609,South Norfolk 013,E01026901,South Norfolk 013C,11715289,473,1333,5.1,47.6,82,36,10,83.6,228,97,223,606,180,32,E01026901,E01026881,454
E01026902,South Norfolk 013D,524,E12000006,East of England,E07000149,South Norfolk,E02005609,South Norfolk 013,E01026902,South Norfolk 013D,845986,474,1862,5.2,49.4,181,79,42,128.4,402,132,292,878,315,42,E01026902,E01026881,454
E01026903,South Norfolk 012D,519,E12000006,East of England,E07000149,South Norfolk,E02005608,South Norfolk 012,E01026903,South Norfolk 012D,22075651,475,1198,4.9,51.4,27,26,17,77.4,170,55,134,480,101,9,E01026903,E01026881,454
E01026904,South Norfolk 012E,520,E12000006,East of England,E07000149,South Norfolk,E02005608,South Norfolk 012,E01026904,South Norfolk 012E,23743797,476,1362,5.4,47.8,55,52,16,99.8,257,70,187,562,122,25,E01026904,E01026881,454
E01026905,South Norfolk 003A,469,E12000006,East of England,E07000149,South Norfolk,E02005599,South Norfolk 003,E01026905,South Norfolk 003A,315051,477,1025,5,38,144,51,18,89,297,166,282,521,213,19,E01026905,E01026881,454
E01026906,South Norfolk 003B,470,E12000006,East of England,E07000149,South Norfolk,E02005599,South Norfolk 003,E01026906,South Norfolk 003B,3039313,478,1375,3.5,41.2,43,42,12,83.2,279,89,243,593,134,16,E01026906,E01026881,454
E01026907,South Norfolk 003C,471,E12000006,East of England,E07000149,South Norfolk,E02005599,South Norfolk 003,E01026907,South Norfolk 003C,1148133,479,1832,5.9,48.7,75,49,15,97.7,265,116,251,795,209,44,E01026907,E01026881,454
E01026908,South Norfolk 003D,472,E12000006,East of England,E07000149,South Norfolk,E02005599,South Norfolk 003,E01026908,South Norfolk 003D,6414227,480,1459,6.9,57.4,38,70,11,127.4,203,43,79,598,171,56,E01026908,E01026881,454
E01026909,South Norfolk 004A,473,E12000006,East of England,E07000149,South Norfolk,E02005600,South Norfolk 004,E01026909,South Norfolk 004A,1121906,481,1420,5,44.2,108,84,23,128.2,355,125,254,650,216,33,E01026909,E01026881,454
E01026910,South Norfolk 004B,474,E12000006,East of England,E07000149,South Norfolk,E02005600,South Norfolk 004,E01026910,South Norfolk 004B,23640799,482,1488,4.8,46.1,45,49,13,95.1,280,91,242,649,165,21,E01026910,E01026881,454
E01026911,South Norfolk 008C,495,E12000006,East of England,E07000149,South Norfolk,E02005604,South Norfolk 008,E01026911,South Norfolk 008C,778085,483,1108,5.1,47.1,137,68,7,115.1,269,122,208,529,208,37,E01026911,E01026881,454
E01026912,South Norfolk 008D,496,E12000006,East of England,E07000149,South Norfolk,E02005604,South Norfolk 008,E01026912,South Norfolk 008D,12949249,484,1540,4.2,47.9,76,42,12,89.9,274,91,207,650,165,44,E01026912,E01026881,454
E01026913,South Norfolk 009A,499,E12000006,East of England,E07000149,South Norfolk,E02005605,South Norfolk 009,E01026913,South Norfolk 009A,10029742,485,1639,6.7,54.8,93,65,14,119.8,268,102,198,714,191,35,E01026913,E01026881,454
E01026914,South Norfolk 009B,500,E12000006,East of England,E07000149,South Norfolk,E02005605,South Norfolk 009,E01026914,South Norfolk 009B,18626358,486,1518,4.3,46.8,31,53,23,99.8,301,61,212,614,121,26,E01026914,E01026881,454
E01026915,South Norfolk 009C,501,E12000006,East of England,E07000149,South Norfolk,E02005605,South Norfolk 009,E01026915,South Norfolk 009C,1949107,487,1964,9.1,52.3,53,29,5,81.3,233,78,205,796,166,43,E01026915,E01026881,454
E01026916,South Norfolk 001A,457,E12000006,East of England,E07000149,South Norfolk,E02005597,South Norfolk 001,E01026916,South Norfolk 001A,740704,488,2028,3.9,46,96,73,30,119,425,146,355,896,226,22,E01026916,E01026881,454
E01026917,South Norfolk 001B,458,E12000006,East of England,E07000149,South Norfolk,E02005597,South Norfolk 001,E01026917,South Norfolk 001B,460762,489,1481,4.9,45.7,136,81,31,126.7,381,144,303,668,188,20,E01026917,E01026881,454
E01026918,South Norfolk 001C,459,E12000006,East of England,E07000149,South Norfolk,E02005597,South Norfolk 001,E01026918,South Norfolk 001C,644703,490,1689,4.9,48.3,124,86,17,134.3,351,103,272,770,218,30,E01026918,E01026881,454
E01026919,South Norfolk 009D,502,E12000006,East of England,E07000149,South Norfolk,E02005605,South Norfolk 009,E01026919,South Norfolk 009D,7496880,491,1524,8.1,49.4,72,45,11,94.4,261,59,166,625,135,49,E01026919,E01026881,454
E01026920,South Norfolk 009E,503,E12000006,East of England,E07000149,South Norfolk,E02005605,South Norfolk 009,E01026920,South Norfolk 009E,10728712,492,1134,4.6,49.4,24,33,12,82.4,184,46,153,469,98,16,E01026920,E01026881,454
E01026921,South Norfolk 005C,479,E12000006,East of England,E07000149,South Norfolk,E02005601,South Norfolk 005,E01026921,South Norfolk 005C,7141116,493,1366,3.7,48.3,85,46,13,94.3,247,100,223,631,199,24,E01026921,E01026881,454
E01026922,South Norfolk 005D,480,E12000006,East of England,E07000149,South Norfolk,E02005601,South Norfolk 005,E01026922,South Norfolk 005D,1304622,494,1499,5.5,43.6,178,86,33,129.6,362,135,272,689,229,51,E01026922,E01026881,454
E01026924,South Norfolk 001E,460,E12000006,East of England,E07000149,South Norfolk,E02005597,South Norfolk 001,E01026924,South Norfolk 001E,3623015,495,1514,4.5,46.5,89,60,19,106.5,330,76,231,674,174,34,E01026924,E01026881,454
E01026925,South Norfolk 001F,461,E12000006,East of England,E07000149,South Norfolk,E02005597,South Norfolk 001,E01026925,South Norfolk 001F,696455,496,2102,8.1,57.5,180,76,18,133.5,385,89,170,923,297,96,E01026925,E01026881,454
E01026926,South Norfolk 006C,483,E12000006,East of England,E07000149,South Norfolk,E02005602,South Norfolk 006,E01026926,South Norfolk 006C,5629065,497,1555,4.9,44.5,53,60,13,104.5,281,95,261,662,152,27,E01026926,E01026881,454
E01026927,South Norfolk 006D,484,E12000006,East of England,E07000149,South Norfolk,E02005602,South Norfolk 006,E01026927,South Norfolk 006D,1132302,498,1837,4.8,50,62,49,13,99,262,97,253,788,195,30,E01026927,E01026881,454
E01026928,South Norfolk 006E,485,E12000006,East of England,E07000149,South Norfolk,E02005602,South Norfolk 006,E01026928,South Norfolk 006E,4682742,499,1434,6.1,45.7,99,68,22,113.7,336,119,262,629,186,33,E01026928,E01026881,454
E01026929,South Norfolk 008E,497,E12000006,East of England,E07000149,South Norfolk,E02005604,South Norfolk 008,E01026929,South Norfolk 008E,18757885,500,1304,3.4,45.5,40,51,12,96.5,235,63,188,553,135,19,E01026929,E01026881,454
E01026930,South Norfolk 008F,498,E12000006,East of England,E07000149,South Norfolk,E02005604,South Norfolk 008,E01026930,South Norfolk 008F,12819967,501,1535,4.4,47,43,40,16,87,261,71,200,615,123,21,E01026930,E01026881,454
E01026931,South Norfolk 015E,534,E12000006,East of England,E07000149,South Norfolk,E02005611,South Norfolk 015,E01026931,South Norfolk 015E,4024932,502,1214,4.9,47.5,38,37,9,84.5,201,47,152,471,88,18,E01026931,E01026881,454
E01026932,South Norfolk 015F,535,E12000006,East of England,E07000149,South Norfolk,E02005611,South Norfolk 015,E01026932,South Norfolk 015F,1196363,503,1236,5.7,50.4,77,43,10,93.4,221,75,174,535,146,30,E01026932,E01026881,454
E01026933,South Norfolk 007C,490,E12000006,East of England,E07000149,South Norfolk,E02005603,South Norfolk 007,E01026933,South Norfolk 007C,2553692,504,2789,8.1,51.5,147,98,31,149.5,412,106,254,1113,271,78,E01026933,E01026881,454
E01026934,South Norfolk 014E,529,E12000006,East of England,E07000149,South Norfolk,E02005610,South Norfolk 014,E01026934,South Norfolk 014E,1730713,505,1028,5,46.2,43,42,8,88.2,213,63,170,463,130,20,E01026934,E01026881,454
E01026935,South Norfolk 014F,530,E12000006,East of England,E07000149,South Norfolk,E02005610,South Norfolk 014,E01026935,South Norfolk 014F,27013701,506,1329,5.6,45.3,35,47,16,92.3,270,71,200,566,135,16,E01026935,E01026881,454
E01026936,South Norfolk 006F,486,E12000006,East of England,E07000149,South Norfolk,E02005602,South Norfolk 006,E01026936,South Norfolk 006F,6501789,507,1392,4.4,45.2,60,45,8,90.2,267,86,231,625,163,35,E01026936,E01026881,454
E01026937,South Norfolk 006G,487,E12000006,East of England,E07000149,South Norfolk,E02005602,South Norfolk 006,E01026937,South Norfolk 006G,19244441,508,1475,6.1,51.9,69,38,9,89.9,213,79,175,629,162,44,E01026937,E01026881,454
E01026938,South Norfolk 011D,513,E12000006,East of England,E07000149,South Norfolk,E02005607,South Norfolk 011,E01026938,South Norfolk 011D,1385722,509,1983,6.4,54.4,85,54,14,108.4,305,104,211,852,229,51,E01026938,E01026881,454
E01026939,South Norfolk 011E,514,E12000006,East of England,E07000149,South Norfolk,E02005607,South Norfolk 011,E01026939,South Norfolk 011E,13480890,510,1735,6.2,50.8,60,64,12,114.8,256,64,178,703,163,36,E01026939,E01026881,454
E01026940,South Norfolk 011F,515,E12000006,East of England,E07000149,South Norfolk,E02005607,South Norfolk 011,E01026940,South Norfolk 011F,9427581,511,1801,7.9,52,122,53,15,105,297,89,184,719,177,56,E01026940,E01026881,454
E01026941,South Norfolk 009F,504,E12000006,East of England,E07000149,South Norfolk,E02005605,South Norfolk 009,E01026941,South Norfolk 009F,23046047,512,1250,3.5,44.3,26,30,14,74.3,214,55,174,506,108,17,E01026941,E01026881,454
E01026942,South Norfolk 009G,505,E12000006,East of England,E07000149,South Norfolk,E02005605,South Norfolk 009,E01026942,South Norfolk 009G,3707582,513,1149,5.6,51.6,10,38,6,89.6,154,42,128,449,76,19,E01026942,E01026881,454
E01026943,South Norfolk 010C,508,E12000006,East of England,E07000149,South Norfolk,E02005606,South Norfolk 010,E01026943,South Norfolk 010C,48420986,514,1537,3.4,48,40,61,18,109,287,66,211,654,139,20,E01026943,E01026881,454
E01026944,South Norfolk 010D,509,E12000006,East of England,E07000149,South Norfolk,E02005606,South Norfolk 010,E01026944,South Norfolk 010D,18845148,515,1189,4.4,48.5,25,47,16,95.5,218,53,144,461,86,16,E01026944,E01026881,454
E01026945,South Norfolk 007D,491,E12000006,East of England,E07000149,South Norfolk,E02005603,South Norfolk 007,E01026945,South Norfolk 007D,1290745,516,2234,6.7,55.3,62,43,12,98.3,236,60,149,870,190,73,E01026945,E01026881,454
E01026946,South Norfolk 007E,492,E12000006,East of England,E07000149,South Norfolk,E02005603,South Norfolk 007,E01026946,South Norfolk 007E,345565,517,1076,3.8,40.5,89,44,20,84.5,275,118,248,496,157,18,E01026946,E01026881,454
E01026947,South Norfolk 004C,475,E12000006,East of England,E07000149,South Norfolk,E02005600,South Norfolk 004,E01026947,South Norfolk 004C,28809134,518,1315,6.3,49.4,33,36,11,85.4,188,54,133,509,109,13,E01026947,E01026881,454
E01026948,South Norfolk 004D,476,E12000006,East of England,E07000149,South Norfolk,E02005600,South Norfolk 004,E01026948,South Norfolk 004D,16712820,519,1993,3.2,33.3,26,35,10,68.3,234,41,138,486,80,20,E01026948,E01026881,454
E01033036,King's Lynn and West Norfolk 017E,300,E12000006,East of England,E07000146,King's Lynn and West Norfolk,E02005567,King's Lynn and West Norfolk 017,E01033036,King's Lynn and West Norfolk 017E,892987,520,1615,7.4,48.8,63,55,15,103.8,240,56,169,621,125,45,E01033036,E01026881,454
E01033037,King's Lynn and West Norfolk 017F,301,E12000006,East of England,E07000146,King's Lynn and West Norfolk,E02005567,King's Lynn and West Norfolk 017,E01033037,King's Lynn and West Norfolk 017F,501350,521,1514,7.7,55.7,87,38,12,93.7,207,30,82,608,160,65,E01033037,E01026881,454
E01033038,King's Lynn and West Norfolk 017G,302,E12000006,East of England,E07000146,King's Lynn and West Norfolk,E02005567,King's Lynn and West Norfolk 017,E01033038,King's Lynn and West Norfolk 017G,472029,522,1761,7.3,50.3,235,91,29,141.3,437,128,227,779,270,63,E01033038,E01026881,454
E01033039,King's Lynn and West Norfolk 017H,303,E12000006,East of England,E07000146,King's Lynn and West Norfolk,E02005567,King's Lynn and West Norfolk 017,E01033039,King's Lynn and West Norfolk 017H,540915,523,1008,4.6,43.8,96,52,16,95.8,260,104,200,467,165,15,E01033039,E01026881,454
E01033040,Breckland 010F,46,E12000006,East of England,E07000143,Breckland,E02005512,Breckland 010,E01033040,Breckland 010F,2057845,524,1985,9.1,74,41,68,23,142,258,9,27,398,72,55,E01033040,E01026881,454
E01033041,Breckland 010G,47,E12000006,East of England,E07000143,Breckland,E02005512,Breckland 010,E01033041,Breckland 010G,4496214,525,1061,6.9,55.8,35,55,6,110.8,185,20,43,400,105,26,E01033041,E01026881,454
E01033042,Breckland 001F,3,E12000006,East of England,E07000143,Breckland,E02005503,Breckland 001,E01033042,Breckland 001F,27096892,526,2372,6.4,54.1,81,71,20,125.1,329,96,237,864,183,34,E01033042,E01026881,454
E01033434,Norwich 011G,436,E12000006,East of England,E07000148,Norwich,E02005594,Norwich 011,E01033434,Norwich 011G,115447,527,1076,6.4,54.1,187,22,10,76.1,110,62,83,615,311,23,E01033434,E01026881,454
E01033435,Norwich 005G,405,E12000006,East of England,E07000148,Norwich,E02005588,Norwich 005,E01033435,Norwich 005G,520071,528,1845,4.6,73.9,95,42,19,115.9,175,21,46,705,144,57,E01033435,E01026881,454
E01033436,Norwich 005H,406,E12000006,East of England,E07000148,Norwich,E02005588,Norwich 005,E01033436,Norwich 005H,736879,529,1393,10.2,66.6,202,77,27,143.6,324,89,156,596,187,60,E01033436,E01026881,454
E01033437,Norwich 011H,437,E12000006,East of England,E07000148,Norwich,E02005594,Norwich 011,E01033437,Norwich 011H,176396,530,1378,8.4,52.2,433,114,22,166.2,415,136,186,786,460,59,E01033437,E01026881,454
E01033438,Norwich 014A,450,E12000006,East of England,E07000148,Norwich,E02006907,Norwich 014,E01033438,Norwich 014A,528835,531,1397,4.1,56.9,456,74,22,130.9,381,276,354,878,557,16,E01033438,E01026881,454
E01033439,Norwich 014B,451,E12000006,East of England,E07000148,Norwich,E02006907,Norwich 014,E01033439,Norwich 014B,2045335,532,1440,3,53.5,283,67,15,120.5,229,42,68,763,366,22,E01033439,E01026881,454
E01033440,Norwich 014C,452,E12000006,East of England,E07000148,Norwich,E02006907,Norwich 014,E01033440,Norwich 014C,165767,533,1070,3.8,73.6,310,56,14,129.6,182,30,42,662,377,22,E01033440,E01026881,454
E01033441,Norwich 014D,453,E12000006,East of England,E07000148,Norwich,E02006907,Norwich 014,E01033441,Norwich 014D,902991,534,1229,4.2,79.2,232,28,13,107.2,133,31,63,773,428,24,E01033441,E01026881,454
E01033538,South Norfolk 001G,462,E12000006,East of England,E07000149,South Norfolk,E02005597,South Norfolk 001,E01033538,South Norfolk 001G,4570633,535,2165,2.5,80.4,64,27,9,107.4,133,7,30,860,157,71,E01033538,E01026881,454
E01033539,South Norfolk 015G,536,E12000006,East of England,E07000149,South Norfolk,E02005611,South Norfolk 015,E01033539,South Norfolk 015G,1318601,536,1391,13.4,67.9,101,36,11,103.9,190,65,148,620,193,52,E01033539,E01026881,454
E01033540,South Norfolk 001H,463,E12000006,East of England,E07000149,South Norfolk,E02005597,South Norfolk 001,E01033540,South Norfolk 001H,1653635,537,1484,7.9,55.7,93,63,13,118.7,281,80,213,666,165,26,E01033540,E01026881,454
E01033541,South Norfolk 015H,537,E12000006,East of England,E07000149,South Norfolk,E02005611,South Norfolk 015,E01033541,South Norfolk 015H,315761,538,1396,7,50.2,131,51,11,101.2,237,113,196,657,225,38,E01033541,E01026881,454
