LSOA11CD,LSOA11NM,OID,GOR_CODE,GOR_NAME,LA_CODE,LA_NAME,MSOA_CODE,MSOA_NAME,LSOA_CODE,LSOA_NAME,LSOAAREA,LSOA_ID,ALL_RES_C,AGE_0_16C,AGE_65C,NO_CAR_C,BAD_HLTH_C,VB_HLTH_C,B_VB_C,LMTD_ACT,HRP65ONE,HRP65,ALL_HSE,ONEHSE,LON_DEP_C,LSOA11CD2,workLSOA,workLSOAID
E01026548,Broadland 002F,88,E12000006,East of England,E07000144,Broadland,E02005521,Broadland 002,E01026548,Broadland 002F,1915330,127,1290,6.8,47.7,44,38,9,85.7,194,75,163,533,128,40,E01026548,E01026419,1
E01026549,Broadland 005A,98,E12000006,East of England,E07000144,Broadland,E02005524,Broadland 005,E01026549,Broadland 005A,7327105,128,1724,4.6,46.9,102,74,24,120.9,372,128,271,797,257,30,E01026549,E01026419,1
E01026550,Broadland 005B,99,E12000006,East of England,E07000144,Broadland,E02005524,Broadland 005,E01026550,Broadland 005B,6157549,129,1131,4.5,53.8,28,25,5,78.8,135,33,89,437,96,27,E01026550,E01026419,1
E01026551,Broadland 005C,100,E12000006,East of England,E07000144,Broadland,E02005524,Broadland 005,E01026551,Broadland 005C,345855,130,1188,5.5,51.7,41,40,14,91.7,202,59,148,496,131,18,E01026551,E01026419,1
E01026552,Broadland 005D,101,E12000006,East of England,E07000144,Broadland,E02005524,Broadland 005,E01026552,Broadland 005D,856137,131,1399,3.8,46.3,58,47,8,93.3,260,96,258,606,144,5,E01026552,E01026419,1
E01026553,Broadland 012A,130,E12000006,East of England,E07000144,Broadland,E02005531,Broadland 012,E01026553,Broadland 012A,391387,132,1387,6,49.9,128,58,17,107.9,307,95,181,611,207,32,E01026553,E01026419,1
E01026554,Broadland 012B,131,E12000006,East of England,E07000144,Broadland,E02005531,Broadland 012,E01026554,Broadland 012B,1968095,133,1165,4.4,54.8,47,47,11,101.8,202,61,135,504,127,29,E01026554,E01026419,1
E01026555,Broadland 012C,132,E12000006,East of England,E07000144,Broadland,E02005531,Broadland 012,E01026555,Broadland 012C,446936,134,1510,3.8,49.2,83,62,13,111.2,280,80,207,610,141,31,E01026555,E01026419,1
E01026556,Broadland 012D,133,E12000006,East of England,E07000144,Broadland,E02005531,Broadland 012,E01026556,Broadland 012D,349304,135,1421,5.7,53.6,96,53,18,106.6,226,65,164,639,177,45,E01026556,E01026419,1
E01026557,Broadland 013A,134,E12000006,East of England,E07000144,Broadland,E02005532,Broadland 013,E01026557,Broadland 013A,368784,136,1375,3.6,46.7,106,60,14,106.7,304,116,255,637,207,11,E01026557,E01026419,1
E01026558,Broadland 013B,135,E12000006,East of England,E07000144,Broadland,E02005532,Broadland 013,E01026558,Broadland 013B,1860880,137,1276,3.9,44.4,77,40,14,84.4,271,114,260,614,184,19,E01026558,E01026419,1
E01026559,Broadland 013C,136,E12000006,East of England,E07000144,Broadland,E02005532,Broadland 013,E01026559,Broadland 013C,624540,138,1479,4.1,48.2,86,55,10,103.2,298,93,232,626,154,23,E01026559,E01026419,1
E01026560,Broadland 013D,137,E12000006,East of England,E07000144,Broadland,E02005532,Broadland 013,E01026560,Broadland 013D,535843,139,1340,4.6,41,95,69,13,110,315,137,313,633,189,19,E01026560,E01026419,1
E01026561,Broadland 013E,138,E12000006,East of England,E07000144,Broadland,E02005532,Broadland 013,E01026561,Broadland 013E,2020045,140,1388,3.3,42.6,106,72,10,114.6,323,121,301,650,184,11,E01026561,E01026419,1
E01026562,Broadland 006A,102,E12000006,East of England,E07000144,Broadland,E02005525,Broadland 006,E01026562,Broadland 006A,315890,141,1231,5,50.2,31,44,18,94.2,203,29,108,453,73,30,E01026562,E01026419,1
E01026563,Broadland 006B,103,E12000006,East of England,E07000144,Broadland,E02005525,Broadland 006,E01026563,Broadland 006B,651363,142,1410,6.9,60.7,44,32,8,92.7,147,21,49,556,136,55,E01026563,E01026419,1
E01026564,Broadland 006C,104,E12000006,East of England,E07000144,Broadland,E02005525,Broadland 006,E01026564,Broadland 006C,2007220,143,1631,5.5,50.7,32,45,112,95.7,336,40,132,564,105,36,E01026564,E01026419,1
E01026565,Broadland 006D,105,E12000006,East of England,E07000144,Broadland,E02005525,Broadland 006,E01026565,Broadland 006D,156607,144,1165,8.1,64.1,40,27,7,91.1,122,20,40,511,164,49,E01026565,E01026419,1
E01026566,Broadland 006E,106,E12000006,East of England,E07000144,Broadland,E02005525,Broadland 006,E01026566,Broadland 006E,3413816,145,1484,4.4,51.6,59,44,5,95.6,239,74,174,634,173,44,E01026566,E01026566,145
E01026567,Broadland 006F,107,E12000006,East of England,E07000144,Broadland,E02005525,Broadland 006,E01026567,Broadland 006F,813623,146,1638,2.4,39,73,56,16,95,362,152,382,758,207,23,E01026567,E01026566,145
E01026568,Broadland 006G,108,E12000006,East of England,E07000144,Broadland,E02005525,Broadland 006,E01026568,Broadland 006G,1339248,147,1583,3.5,52.4,32,37,10,89.4,214,71,176,625,122,27,E01026568,E01026566,145
E01026569,Broadland 015A,145,E12000006,East of England,E07000144,Broadland,E02005534,Broadland 015,E01026569,Broadland 015A,1008065,148,1427,4.7,45.3,196,74,22,119.3,345,199,322,719,298,24,E01026569,E01026566,145
E01026570,Broadland 015B,146,E12000006,East of England,E07000144,Broadland,E02005534,Broadland 015,E01026570,Broadland 015B,582414,149,1574,3.9,43.7,114,60,16,103.7,367,151,321,727,214,32,E01026570,E01026566,145
E01026571,Broadland 015C,147,E12000006,East of England,E07000144,Broadland,E02005534,Broadland 015,E01026571,Broadland 015C,434814,150,1469,4.4,48.1,122,46,13,94.1,273,133,233,655,210,23,E01026571,E01026566,145
E01026572,Broadland 015D,148,E12000006,East of England,E07000144,Broadland,E02005534,Broadland 015,E01026572,Broadland 015D,516055,151,1456,4.4,50.3,75,40,20,90.3,269,101,221,638,175,24,E01026572,E01026566,145
E01026573,Broadland 015E,149,E12000006,East of England,E07000144,Broadland,E02005534,Broadland 015,E01026573,Broadland 015E,330975,152,1370,4.4,47.1,131,71,20,118.1,316,129,251,623,201,33,E01026573,E01026566,145
E01026574,Broadland 016A,150,E12000006,East of England,E07000144,Broadland,E02005535,Broadland 016,E01026574,Broadland 016A,415285,153,1734,7.8,56.1,46,41,6,97.1,197,47,113,683,146,64,E01026574,E01026566,145
E01026575,Broadland 016B,151,E12000006,East of England,E07000144,Broadland,E02005535,Broadland 016,E01026575,Broadland 016B,1261013,154,1736,5.4,47.4,111,76,19,123.4,382,104,249,732,218,48,E01026575,E01026566,145
E01026576,Broadland 016C,152,E12000006,East of England,E07000144,Broadland,E02005535,Broadland 016,E01026576,Broadland 016C,1122519,155,2098,8.6,61.5,39,35,14,96.5,207,30,72,808,175,66,E01026576,E01026566,145
E01026577,Broadland 016D,153,E12000006,East of England,E07000144,Broadland,E02005535,Broadland 016,E01026577,Broadland 016D,1414050,156,1692,5.4,53.7,107,60,9,113.7,258,88,207,775,253,37,E01026577,E01026566,145
E01026578,Broadland 008C,115,E12000006,East of England,E07000144,Broadland,E02005527,Broadland 008,E01026578,Broadland 008C,7518154,157,1972,6.8,50.5,53,67,18,117.5,327,65,194,762,143,57,E01026578,E01026566,145
E01026579,Broadland 008D,116,E12000006,East of England,E07000144,Broadland,E02005527,Broadland 008,E01026579,Broadland 008D,8960485,158,1486,2.5,47.4,28,39,16,86.4,289,60,225,638,116,29,E01026579,E01026566,145
E01026580,Broadland 008E,117,E12000006,East of England,E07000144,Broadland,E02005527,Broadland 008,E01026580,Broadland 008E,9769812,159,1636,2.9,35.9,104,101,22,136.9,459,144,354,708,204,27,E01026580,E01026566,145
E01026581,Great Yarmouth 008A,196,E12000006,East of England,E07000145,Great Yarmouth,E02005545,Great Yarmouth 008,E01026581,Great Yarmouth 008A,1089941,160,1686,5.3,53.3,49,45,12,98.3,223,52,144,656,132,44,E01026581,E01026566,145
E01026582,Great Yarmouth 008B,197,E12000006,East of England,E07000145,Great Yarmouth,E02005545,Great Yarmouth 008,E01026582,Great Yarmouth 008B,3022679,161,1938,5.4,49.5,111,75,23,124.5,347,114,280,842,224,43,E01026582,E01026566,145
E01026583,Great Yarmouth 008C,198,E12000006,East of England,E07000145,Great Yarmouth,E02005545,Great Yarmouth 008,E01026583,Great Yarmouth 008C,285202,162,1328,4.4,47.9,117,79,48,126.9,295,80,179,565,162,33,E01026583,E01026566,145
E01026584,Great Yarmouth 008D,199,E12000006,East of England,E07000145,Great Yarmouth,E02005545,Great Yarmouth 008,E01026584,Great Yarmouth 008D,666857,163,1496,3.4,38.5,116,66,10,104.5,380,122,329,669,164,30,E01026584,E01026566,145
E01026585,Great Yarmouth 013A,219,E12000006,East of England,E07000145,Great Yarmouth,E02005550,Great Yarmouth 013,E01026585,Great Yarmouth 013A,321971,164,1284,3.4,42.7,120,74,24,116.7,316,120,255,589,179,30,E01026585,E01026566,145
E01026586,Great Yarmouth 013B,220,E12000006,East of England,E07000145,Great Yarmouth,E02005550,Great Yarmouth 013,E01026586,Great Yarmouth 013B,425643,165,1048,3.8,43.4,161,76,24,119.4,314,119,227,499,171,36,E01026586,E01026566,145
E01026587,Great Yarmouth 013C,221,E12000006,East of England,E07000145,Great Yarmouth,E02005550,Great Yarmouth 013,E01026587,Great Yarmouth 013C,3925342,166,1748,5.8,50.7,67,68,14,118.7,306,88,226,729,164,30,E01026587,E01026566,145
E01026588,Great Yarmouth 013D,222,E12000006,East of England,E07000145,Great Yarmouth,E02005550,Great Yarmouth 013,E01026588,Great Yarmouth 013D,5342753,167,2626,4.7,48,156,127,32,175,558,155,381,1145,321,52,E01026588,E01026566,145
E01026589,Great Yarmouth 003A,173,E12000006,East of England,E07000145,Great Yarmouth,E02005540,Great Yarmouth 003,E01026589,Great Yarmouth 003A,387218,168,1424,6.2,49.5,108,77,29,126.5,302,86,199,614,175,43,E01026589,E01026566,145
E01026590,Great Yarmouth 003B,174,E12000006,East of England,E07000145,Great Yarmouth,E02005540,Great Yarmouth 003,E01026590,Great Yarmouth 003B,388053,169,1382,3.7,43.6,96,65,29,108.6,340,112,279,670,201,30,E01026590,E01026566,145
E01026591,Great Yarmouth 003C,175,E12000006,East of England,E07000145,Great Yarmouth,E02005540,Great Yarmouth 003,E01026591,Great Yarmouth 003C,772957,170,1745,3.5,44.1,141,116,32,160.1,468,154,331,803,233,32,E01026591,E01026566,145
E01026592,Great Yarmouth 003D,176,E12000006,East of England,E07000145,Great Yarmouth,E02005540,Great Yarmouth 003,E01026592,Great Yarmouth 003D,599057,171,1449,2.4,38.1,179,79,39,117.1,439,160,373,700,228,35,E01026592,E01026566,145
E01026593,Great Yarmouth 003E,177,E12000006,East of England,E07000145,Great Yarmouth,E02005540,Great Yarmouth 003,E01026593,Great Yarmouth 003E,7314400,172,1314,3.7,42.3,84,64,28,106.3,320,102,265,590,157,17,E01026593,E01026566,145
E01026594,Great Yarmouth 003F,178,E12000006,East of England,E07000145,Great Yarmouth,E02005540,Great Yarmouth 003,E01026594,Great Yarmouth 003F,1510703,173,1762,5.8,43.9,170,84,18,127.9,433,136,281,761,248,63,E01026594,E01026566,145
E01026595,Great Yarmouth 005A,183,E12000006,East of England,E07000145,Great Yarmouth,E02005542,Great Yarmouth 005,E01026595,Great Yarmouth 005A,555717,174,1708,8.4,51.6,361,131,32,182.6,467,116,218,789,292,82,E01026595,E01026566,145
E01026596,Great Yarmouth 005B,184,E12000006,East of England,E07000145,Great Yarmouth,E02005542,Great Yarmouth 005,E01026596,Great Yarmouth 005B,9253490,175,1691,6.7,49.9,231,86,25,135.9,355,103,210,683,192,46,E01026596,E01026566,145
E01026597,Great Yarmouth 005C,185,E12000006,East of England,E07000145,Great Yarmouth,E02005542,Great Yarmouth 005,E01026597,Great Yarmouth 005C,589460,176,1862,7.7,54,539,145,41,199,481,101,163,888,382,104,E01026597,E01026566,145
E01026598,Great Yarmouth 005D,186,E12000006,East of England,E07000145,Great Yarmouth,E02005542,Great Yarmouth 005,E01026598,Great Yarmouth 005D,469833,177,1605,6.8,58.9,361,88,42,146.9,344,65,112,707,275,74,E01026598,E01026566,145
E01026599,Great Yarmouth 004A,179,E12000006,East of England,E07000145,Great Yarmouth,E02005541,Great Yarmouth 004,E01026599,Great Yarmouth 004A,162440,178,1432,6.4,54.2,208,81,24,135.2,296,55,126,574,176,43,E01026599,E01026566,145
E01026600,Great Yarmouth 007A,192,E12000006,East of England,E07000145,Great Yarmouth,E02005544,Great Yarmouth 007,E01026600,Great Yarmouth 007A,505674,179,1477,6.6,49.4,201,80,25,129.4,313,101,177,628,202,58,E01026600,E01026566,145
E01026601,Great Yarmouth 009A,200,E12000006,East of England,E07000145,Great Yarmouth,E02005546,Great Yarmouth 009,E01026601,Great Yarmouth 009A,179334,180,1490,7.7,54.9,202,81,14,135.9,261,78,159,664,185,79,E01026601,E01026566,145
E01026602,Great Yarmouth 009B,201,E12000006,East of England,E07000145,Great Yarmouth,E02005546,Great Yarmouth 009,E01026602,Great Yarmouth 009B,383659,181,1481,3.4,43.8,218,109,34,152.8,382,157,299,702,240,47,E01026602,E01026566,145
E01026603,Great Yarmouth 009C,202,E12000006,East of England,E07000145,Great Yarmouth,E02005546,Great Yarmouth 009,E01026603,Great Yarmouth 009C,276181,182,1664,7.5,53.5,335,124,42,177.5,428,86,179,742,224,129,E01026603,E01026566,145
E01026604,Great Yarmouth 009D,203,E12000006,East of England,E07000145,Great Yarmouth,E02005546,Great Yarmouth 009,E01026604,Great Yarmouth 009D,257557,183,1577,6.2,50.3,315,140,40,190.3,467,107,211,726,266,90,E01026604,E01026566,145
E01026605,Great Yarmouth 001A,162,E12000006,East of England,E07000145,Great Yarmouth,E02005538,Great Yarmouth 001,E01026605,Great Yarmouth 001A,4984371,184,1680,3.5,41.5,82,96,28,137.5,455,102,292,699,160,27,E01026605,E01026566,145
E01026606,Great Yarmouth 001B,163,E12000006,East of England,E07000145,Great Yarmouth,E02005538,Great Yarmouth 001,E01026606,Great Yarmouth 001B,13959377,185,1567,2.2,42,108,99,45,141,433,126,295,708,204,33,E01026606,E01026566,145
E01026607,Great Yarmouth 001C,164,E12000006,East of England,E07000145,Great Yarmouth,E02005538,Great Yarmouth 001,E01026607,Great Yarmouth 001C,2146112,186,1595,3.6,45.8,104,103,29,148.8,411,110,250,710,200,41,E01026607,E01026566,145
E01026608,Great Yarmouth 002A,168,E12000006,East of England,E07000145,Great Yarmouth,E02005539,Great Yarmouth 002,E01026608,Great Yarmouth 002A,9070812,187,1257,3.9,49.9,40,56,14,105.9,237,69,187,522,119,18,E01026608,E01026566,145
E01026609,Great Yarmouth 002B,169,E12000006,East of England,E07000145,Great Yarmouth,E02005539,Great Yarmouth 002,E01026609,Great Yarmouth 002B,33976671,188,1169,4.1,53.7,41,38,9,91.7,192,47,127,496,111,22,E01026609,E01026566,145
E01026610,Great Yarmouth 010A,205,E12000006,East of England,E07000145,Great Yarmouth,E02005547,Great Yarmouth 010,E01026610,Great Yarmouth 010A,158622,189,1533,7.2,55.4,191,59,7,114.4,227,63,126,666,227,65,E01026610,E01026566,145
E01026611,Great Yarmouth 010B,206,E12000006,East of England,E07000145,Great Yarmouth,E02005547,Great Yarmouth 010,E01026611,Great Yarmouth 010B,1068841,190,1513,2.7,43.5,120,72,21,115.5,404,134,269,648,220,16,E01026611,E01026566,145
E01026612,Great Yarmouth 010C,207,E12000006,East of England,E07000145,Great Yarmouth,E02005547,Great Yarmouth 010,E01026612,Great Yarmouth 010C,1098702,191,2502,5.8,45.3,183,124,26,169.3,518,203,422,1065,306,66,E01026612,E01026566,145
E01026613,Great Yarmouth 012A,215,E12000006,East of England,E07000145,Great Yarmouth,E02005549,Great Yarmouth 012,E01026613,Great Yarmouth 012A,9697102,192,1296,4.2,48.8,39,49,14,97.8,243,72,186,561,142,11,E01026613,E01026566,145
E01026614,Great Yarmouth 012B,216,E12000006,East of England,E07000145,Great Yarmouth,E02005549,Great Yarmouth 012,E01026614,Great Yarmouth 012B,7718769,193,1602,3.1,49.4,72,88,29,137.4,378,89,233,713,215,21,E01026614,E01026566,145
E01026615,Great Yarmouth 012C,217,E12000006,East of England,E07000145,Great Yarmouth,E02005549,Great Yarmouth 012,E01026615,Great Yarmouth 012C,4768279,194,1355,4.5,48,47,61,12,109,259,60,181,558,106,26,E01026615,E01026566,145
E01026616,Great Yarmouth 012D,218,E12000006,East of England,E07000145,Great Yarmouth,E02005549,Great Yarmouth 012,E01026616,Great Yarmouth 012D,563128,195,1226,6.5,53.7,50,42,11,95.7,201,46,102,491,112,35,E01026616,E01026566,145
E01026617,Great Yarmouth 011A,210,E12000006,East of England,E07000145,Great Yarmouth,E02005548,Great Yarmouth 011,E01026617,Great Yarmouth 011A,493854,196,1277,4.8,44.2,182,85,21,129.2,346,124,248,581,176,39,E01026617,E01026566,145
E01026618,Great Yarmouth 011B,211,E12000006,East of England,E07000145,Great Yarmouth,E02005548,Great Yarmouth 011,E01026618,Great Yarmouth 011B,413323,197,1592,5.9,49.9,178,74,25,123.9,353,95,218,685,201,34,E01026618,E01026566,145
E01026619,Great Yarmouth 011C,212,E12000006,East of England,E07000145,Great Yarmouth,E02005548,Great Yarmouth 011,E01026619,Great Yarmouth 011C,267635,198,1498,8.1,48.7,224,114,36,162.7,383,86,182,596,149,81,E01026619,E01026566,145
E01026620,Great Yarmouth 011D,213,E12000006,East of England,E07000145,Great Yarmouth,E02005548,Great Yarmouth 011,E01026620,Great Yarmouth 011D,221581,199,1436,6.7,41.8,292,110,27,151.8,473,186,282,641,259,50,E01026620,E01026566,145
E01026621,Great Yarmouth 011E,214,E12000006,East of England,E07000145,Great Yarmouth,E02005548,Great Yarmouth 011,E01026621,Great Yarmouth 011E,289140,200,1453,4.3,48.5,128,73,20,121.5,300,83,189,553,124,44,E01026621,E01026566,145
E01026622,Great Yarmouth 006A,187,E12000006,East of England,E07000145,Great Yarmouth,E02005543,Great Yarmouth 006,E01026622,Great Yarmouth 006A,2129649,201,1642,9.6,47.1,318,108,30,155.1,366,96,163,632,171,100,E01026622,E01026566,145
E01026623,Great Yarmouth 006B,188,E12000006,East of England,E07000145,Great Yarmouth,E02005543,Great Yarmouth 006,E01026623,Great Yarmouth 006B,228933,202,1542,5.6,60.9,340,92,21,152.9,343,73,132,663,255,49,E01026623,E01026566,145
E01026624,Great Yarmouth 006C,189,E12000006,East of England,E07000145,Great Yarmouth,E02005543,Great Yarmouth 006,E01026624,Great Yarmouth 006C,141178,203,1798,8.1,54.6,481,120,35,174.6,422,129,184,829,366,87,E01026624,E01026566,145
E01026625,Great Yarmouth 006D,190,E12000006,East of England,E07000145,Great Yarmouth,E02005543,Great Yarmouth 006,E01026625,Great Yarmouth 006D,151635,204,1795,10.9,50.8,501,140,42,190.8,412,101,162,773,291,118,E01026625,E01026566,145
E01026626,Great Yarmouth 006E,191,E12000006,East of England,E07000145,Great Yarmouth,E02005543,Great Yarmouth 006,E01026626,Great Yarmouth 006E,944771,205,1904,8.1,56,426,97,37,153,406,88,173,866,327,86,E01026626,E01026566,145
E01026627,Great Yarmouth 001D,165,E12000006,East of England,E07000145,Great Yarmouth,E02005538,Great Yarmouth 001,E01026627,Great Yarmouth 001D,2184202,206,1388,3,40.6,81,74,17,114.6,325,112,271,617,158,21,E01026627,E01026566,145
E01026628,Great Yarmouth 001E,166,E12000006,East of England,E07000145,Great Yarmouth,E02005538,Great Yarmouth 001,E01026628,Great Yarmouth 001E,3253761,207,1395,3,47,57,77,20,124,320,88,214,595,145,26,E01026628,E01026566,145
E01026629,Great Yarmouth 001F,167,E12000006,East of England,E07000145,Great Yarmouth,E02005538,Great Yarmouth 001,E01026629,Great Yarmouth 001F,6095020,208,1493,4.7,47.1,74,76,18,123.1,330,98,211,630,175,31,E01026629,E01026566,145
E01026630,Great Yarmouth 010D,208,E12000006,East of England,E07000145,Great Yarmouth,E02005547,Great Yarmouth 010,E01026630,Great Yarmouth 010D,323574,209,1737,7.4,51.7,199,76,20,127.7,293,74,152,670,159,93,E01026630,E01026566,145
E01026631,Great Yarmouth 010E,209,E12000006,East of England,E07000145,Great Yarmouth,E02005547,Great Yarmouth 010,E01026631,Great Yarmouth 010E,488269,210,1718,7.6,52.2,223,71,28,123.2,320,76,180,777,247,83,E01026631,E01026566,145
E01026632,Great Yarmouth 009E,204,E12000006,East of England,E07000145,Great Yarmouth,E02005546,Great Yarmouth 009,E01026632,Great Yarmouth 009E,457828,211,1676,6.6,50,274,81,23,131,359,147,246,786,287,74,E01026632,E01026566,145
E01026633,Great Yarmouth 007B,193,E12000006,East of England,E07000145,Great Yarmouth,E02005544,Great Yarmouth 007,E01026633,Great Yarmouth 007B,1061882,212,1861,9.2,56.5,234,86,28,142.5,315,50,123,729,194,83,E01026633,E01026566,145
E01026634,Great Yarmouth 007C,194,E12000006,East of England,E07000145,Great Yarmouth,E02005544,Great Yarmouth 007,E01026634,Great Yarmouth 007C,405774,213,1543,9.3,53.3,241,78,24,131.3,300,54,110,612,167,77,E01026634,E01026566,145
E01026635,Great Yarmouth 007D,195,E12000006,East of England,E07000145,Great Yarmouth,E02005544,Great Yarmouth 007,E01026635,Great Yarmouth 007D,1620760,214,2253,9.7,56.6,397,124,31,180.6,396,86,169,958,283,117,E01026635,E01026566,145
E01026636,Great Yarmouth 002C,170,E12000006,East of England,E07000145,Great Yarmouth,E02005539,Great Yarmouth 002,E01026636,Great Yarmouth 002C,19421078,215,1549,3.3,44.7,64,74,24,118.7,337,116,282,674,180,24,E01026636,E01026566,145
E01026637,Great Yarmouth 002D,171,E12000006,East of England,E07000145,Great Yarmouth,E02005539,Great Yarmouth 002,E01026637,Great Yarmouth 002D,7949693,216,2007,3.9,45.2,73,84,22,129.2,437,104,314,822,174,29,E01026637,E01026566,145
E01026638,Great Yarmouth 002E,172,E12000006,East of England,E07000145,Great Yarmouth,E02005539,Great Yarmouth 002,E01026638,Great Yarmouth 002E,3890539,217,1562,4.9,47.7,97,64,24,111.7,327,93,195,639,169,53,E01026638,E01026566,145
E01026639,Great Yarmouth 004B,180,E12000006,East of England,E07000145,Great Yarmouth,E02005541,Great Yarmouth 004,E01026639,Great Yarmouth 004B,966202,218,1562,4.5,50.8,146,87,22,137.8,332,59,177,598,132,34,E01026639,E01026566,145
